age,workclass,education-num,marital-status,occupation,relationship,race,gender,hours-per-week,native-country,salary,capital_net,has_capital_activity
40,Private,10,Previously-Married,Professional,Other,Black,Female,55,US,<=50K,0,0
55,Private,9,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
44,Private,9,Previously-Married,Professional,Other,White,Male,40,US,<=50K,0,0
40,Private,13,Single,Professional,Child,White,Female,60,US,<=50K,0,0
22,Private,9,Previously-Married,Skilled-Manual,Child,White,Male,40,US,<=50K,0,0
55,Private,10,Married,Professional,Spouse,White,Female,40,US,>50K,0,0
45,Private,9,Previously-Married,Professional,Other,White,Female,26,US,<=50K,0,0
47,Government,13,Single,Professional,Other,White,Female,50,US,>50K,0,0
44,Private,9,Married,Skilled-Manual,Spouse,Black,Male,40,US,<=50K,0,0
32,Government,10,Single,Office-Service,Other,White,Male,38,US,<=50K,0,0
17,Private,6,Single,Office-Service,Child,White,Male,20,US,<=50K,0,0
44,Private,10,Previously-Married,Professional,Other,White,Male,50,US,<=50K,0,0
32,Self-employed,12,Single,Office-Service,Other,White,Male,80,US,<=50K,0,0
32,Private,9,Married,Professional,Spouse,White,Male,50,US,<=50K,0,0
68,Private,7,Previously-Married,Skilled-Manual,Other,White,Male,70,US,<=50K,0,0
33,Private,10,Previously-Married,Office-Service,Other,Black,Female,40,US,<=50K,0,0
24,Private,5,Single,Skilled-Manual,Child,White,Male,12,US,<=50K,0,0
48,Private,9,Married,Skilled-Manual,Spouse,White,Male,45,US,<=50K,0,0
45,Private,14,Previously-Married,Professional,Other,White,Female,50,US,<=50K,0,0
48,Private,10,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
28,Private,14,Married,Professional,Spouse,White,Male,45,US,>50K,0,0
60,,10,Married,,Spouse,White,Male,35,US,>50K,0,0
39,Government,14,Previously-Married,Professional,Other,White,Female,40,US,<=50K,0,0
23,Private,10,Single,Office-Service,Child,White,Male,30,US,<=50K,0,0
23,Government,8,Single,Professional,Other,White,Male,40,US,<=50K,0,0
36,Private,10,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
25,Private,13,Married,Professional,Spouse,White,Female,40,US,<=50K,0,0
52,Private,9,Single,Office-Service,Other,White,Male,40,US,<=50K,0,0
35,Self-employed,9,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
45,Private,13,Married,Office-Service,Spouse,White,Female,42,US,>50K,0,0
37,Government,14,Married,Professional,Spouse,White,Male,40,Non-US,>50K,0,0
58,Private,11,Previously-Married,Professional,Other,White,Female,40,US,<=50K,0,0
67,Self-employed,9,Married,Office-Service,Spouse,White,Female,2,US,<=50K,0,0
48,Private,9,Married,Professional,Spouse,White,Female,8,US,<=50K,0,0
24,Government,10,Married,Specialized,Spouse,White,Male,72,US,>50K,0,0
36,Private,9,Previously-Married,Skilled-Manual,Child,White,Male,60,US,<=50K,0,0
32,Private,9,Married,Skilled-Manual,Child,White,Male,72,Non-US,<=50K,0,0
36,Private,10,Single,Skilled-Manual,Other,Asian-Pac-Islander,Male,40,Non-US,<=50K,0,0
43,Private,10,Single,Office-Service,Other,White,Female,50,US,<=50K,0,0
27,Private,9,Single,Office-Service,Other,Black,Female,40,US,<=50K,0,0
45,Private,13,Previously-Married,Office-Service,Other,White,Female,46,US,<=50K,0,0
41,Self-employed,9,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
41,Self-employed,9,Married,Professional,Spouse,White,Male,38,US,<=50K,0,0
18,,9,Single,,Child,White,Female,35,US,<=50K,0,0
48,Government,12,Previously-Married,Office-Service,Other,Black,Female,40,US,<=50K,0,0
51,,11,Married,,Spouse,White,Male,50,US,>50K,0,0
26,Private,10,Single,Office-Service,Child,White,Female,24,US,<=50K,0,0
54,Private,1,Married,Skilled-Manual,Spouse,White,Male,60,US,<=50K,0,0
22,Private,10,Previously-Married,Office-Service,Child,White,Female,48,Non-US,<=50K,0,0
47,Private,4,Previously-Married,Skilled-Manual,Other,Black,Male,40,US,<=50K,0,0
32,Private,9,Married,Office-Service,Other,White,Female,20,US,<=50K,0,0
46,Private,13,Married,Professional,Spouse,White,Male,60,US,>50K,15024,1
30,Private,13,Single,Professional,Other,White,Female,40,US,>50K,0,0
35,Private,14,Single,Professional,Other,Asian-Pac-Islander,Male,40,US,<=50K,0,0
52,Private,11,Married,Professional,Spouse,White,Male,40,US,<=50K,5013,1
73,Self-employed,8,Married,Skilled-Manual,Spouse,White,Male,18,US,<=50K,0,0
17,Private,6,Single,Office-Service,Child,White,Male,10,Non-US,<=50K,0,0
32,Private,13,Previously-Married,Professional,Other,White,Female,32,US,<=50K,0,0
43,Government,14,Married,Professional,Spouse,White,Male,40,US,>50K,0,0
19,,9,Single,,Child,White,Male,40,Non-US,<=50K,0,0
26,Private,9,Single,Skilled-Manual,Other,Other,Female,40,Non-US,<=50K,0,0
41,Government,14,Married,Professional,Spouse,White,Male,40,US,>50K,0,0
49,Private,12,Married,Office-Service,Spouse,White,Male,60,US,>50K,15024,1
52,Government,10,Previously-Married,Specialized,Other,White,Male,40,US,<=50K,0,0
35,Private,9,Previously-Married,Office-Service,Other,White,Female,32,US,<=50K,0,0
57,Private,7,Married,Office-Service,Spouse,White,Male,52,US,<=50K,0,0
35,Private,11,Married,Professional,Other,White,Female,44,US,<=50K,0,0
56,Private,4,Previously-Married,Skilled-Manual,Other,White,Male,40,US,<=50K,0,0
42,Private,13,Single,Office-Service,Child,White,Male,60,US,<=50K,0,0
17,Private,10,Single,Office-Service,Child,White,Male,20,US,<=50K,0,0
49,Private,9,Previously-Married,Office-Service,Other,White,Female,35,US,<=50K,0,0
39,Private,15,Married,Professional,Spouse,White,Male,45,US,>50K,0,0
34,Self-employed,10,Previously-Married,Office-Service,Other,White,Female,50,US,<=50K,0,0
37,Self-employed,10,Single,Professional,Other,Black,Male,40,US,<=50K,0,0
22,Private,8,Single,Office-Service,Other,White,Male,35,US,<=50K,0,0
27,Private,11,Married,Skilled-Manual,Spouse,White,Male,40,Non-US,<=50K,0,0
21,Private,10,Single,Office-Service,Child,White,Female,25,US,<=50K,0,0
44,Private,13,Married,Office-Service,Spouse,White,Male,40,US,>50K,3103,1
53,Self-employed,6,Married,Skilled-Manual,Other,White,Male,99,US,<=50K,0,0
26,Private,7,Single,Skilled-Manual,Other,White,Male,40,US,<=50K,0,0
39,Private,13,Married,Professional,Spouse,White,Male,70,US,<=50K,0,0
34,Private,9,Single,Office-Service,Other,Amer-Indian-Eskimo,Female,32,US,<=50K,0,0
54,Government,13,Married,Professional,Spouse,White,Male,38,US,<=50K,0,0
36,Private,9,Married,Skilled-Manual,Spouse,White,Male,50,US,>50K,7298,1
60,Private,9,Married,Professional,Spouse,White,Male,40,US,<=50K,5013,1
50,Private,9,Married,Specialized,Spouse,White,Male,40,US,>50K,0,0
48,Government,13,Married,Professional,Spouse,White,Male,45,US,<=50K,0,0
35,Private,10,Single,Office-Service,Child,White,Female,40,US,<=50K,-2205,1
40,Self-employed,12,Previously-Married,Professional,Other,White,Female,50,US,<=50K,0,0
30,Private,13,Married,Professional,Spouse,White,Male,70,US,<=50K,0,0
65,Self-employed,10,Married,Skilled-Manual,Spouse,White,Male,40,US,>50K,6514,1
31,Private,9,Married,Skilled-Manual,Spouse,White,Male,60,US,<=50K,0,0
46,Government,12,Married,Office-Service,Spouse,White,Male,40,US,<=50K,0,0
67,,5,Previously-Married,,Other,White,Female,40,US,<=50K,2050,1
62,Self-employed,11,Married,Professional,Spouse,White,Male,50,US,<=50K,0,0
38,Private,13,Single,Professional,Other,White,Female,40,Non-US,<=50K,0,0
24,Private,10,Single,Office-Service,Other,Asian-Pac-Islander,Female,50,Non-US,<=50K,0,0
27,Private,13,Single,Professional,Other,White,Female,48,US,<=50K,0,0
43,Government,12,Married,Office-Service,Other,White,Female,30,US,<=50K,0,0
48,Private,9,Previously-Married,Skilled-Manual,Other,Asian-Pac-Islander,Female,40,Non-US,<=50K,0,0
41,Private,9,Previously-Married,Skilled-Manual,Other,Black,Male,40,US,<=50K,0,0
30,Private,10,Married,Professional,Spouse,Black,Female,45,US,<=50K,0,0
45,Private,15,Single,Professional,Other,White,Male,40,US,>50K,0,0
45,Private,13,Single,Professional,Child,White,Male,40,US,<=50K,0,0
55,Private,10,Previously-Married,Office-Service,Other,White,Female,38,US,<=50K,0,0
46,Self-employed,4,Married,Professional,Spouse,White,Male,75,Non-US,<=50K,0,0
24,Private,13,Single,Professional,Child,Asian-Pac-Islander,Male,40,US,<=50K,0,0
31,Government,10,Single,Office-Service,Child,Amer-Indian-Eskimo,Female,25,US,<=50K,0,0
35,Private,9,Married,Skilled-Manual,Spouse,White,Male,35,US,<=50K,0,0
37,Government,10,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
29,Private,10,Married,Professional,Spouse,White,Male,45,US,<=50K,0,0
56,Private,13,Married,Professional,Spouse,White,Male,50,US,>50K,0,0
60,,9,Married,,Spouse,White,Male,40,US,>50K,-1848,1
25,Private,13,Single,Professional,Other,White,Male,60,US,<=50K,-1590,1
33,Private,6,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
44,Private,9,Single,Office-Service,Other,White,Female,40,US,<=50K,0,0
21,Private,9,Single,Office-Service,Other,White,Male,40,US,<=50K,0,0
46,Government,14,Married,Professional,Spouse,White,Male,40,Non-US,>50K,0,0
63,Private,13,Previously-Married,Professional,Other,White,Female,40,US,<=50K,0,0
44,Private,9,Married,Office-Service,Spouse,White,Female,30,US,<=50K,0,0
31,Private,10,Married,Skilled-Manual,Spouse,White,Male,45,Non-US,<=50K,0,0
26,Private,10,Married,Professional,Spouse,White,Male,42,US,<=50K,0,0
37,Self-employed,9,Single,Skilled-Manual,Other,White,Male,50,US,<=50K,0,0
60,,10,Previously-Married,,Other,White,Female,40,US,>50K,0,0
33,Private,13,Married,Skilled-Manual,Spouse,White,Male,45,US,<=50K,0,0
26,Private,11,Single,Office-Service,Child,White,Female,35,US,<=50K,0,0
46,Self-employed,11,Previously-Married,Professional,Other,Asian-Pac-Islander,Female,63,Non-US,<=50K,0,0
24,Private,9,Single,Office-Service,Other,White,Female,35,US,<=50K,0,0
47,Government,14,Married,Professional,Spouse,White,Male,35,US,>50K,0,0
27,Private,10,Single,Professional,Other,White,Female,30,US,<=50K,0,0
47,Government,12,Married,Office-Service,Spouse,Black,Male,40,US,>50K,0,0
47,Private,9,Previously-Married,Office-Service,Other,White,Male,40,Non-US,<=50K,0,0
69,Private,9,Previously-Married,Skilled-Manual,Other,White,Male,40,US,<=50K,2538,1
32,Private,9,Married,Office-Service,Spouse,White,Male,40,US,>50K,7298,1
51,Private,9,Married,Skilled-Manual,Spouse,Black,Male,40,US,<=50K,0,0
50,Government,14,Married,Professional,Spouse,White,Female,40,US,<=50K,0,0
29,Private,16,Married,Professional,Spouse,Asian-Pac-Islander,Male,60,Non-US,<=50K,0,0
32,Private,15,Married,Professional,Spouse,White,Male,40,US,<=50K,3908,1
27,Private,6,Previously-Married,Skilled-Manual,Other,Amer-Indian-Eskimo,Male,75,US,<=50K,0,0
60,Private,4,Previously-Married,Office-Service,Other,White,Female,35,Non-US,<=50K,0,0
31,Private,9,Married,Office-Service,Spouse,White,Male,40,US,<=50K,0,0
46,Private,12,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
40,Government,9,Single,Office-Service,Child,White,Female,40,US,<=50K,0,0
39,Private,10,Married,Skilled-Manual,Spouse,Black,Male,52,US,>50K,0,0
69,Self-employed,4,Married,Office-Service,Spouse,White,Male,55,US,<=50K,0,0
54,Self-employed,13,Married,Professional,Spouse,White,Male,40,US,>50K,0,0
56,Private,9,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
47,Government,10,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
25,Private,12,Single,Professional,Other,White,Female,45,US,<=50K,0,0
34,Self-employed,9,Married,Skilled-Manual,Spouse,White,Male,60,US,<=50K,0,0
24,Self-employed,4,Single,Skilled-Manual,Child,White,Male,50,US,<=50K,0,0
63,Private,10,Married,Skilled-Manual,Spouse,White,Male,45,US,<=50K,10566,1
26,Private,9,Single,Skilled-Manual,Other,White,Male,60,US,<=50K,0,0
36,Private,6,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
55,Government,13,Married,Office-Service,Spouse,White,Male,38,US,>50K,7688,1
37,Private,9,Married,Skilled-Manual,Spouse,White,Female,40,US,>50K,0,0
37,Private,6,Single,Skilled-Manual,Other,White,Male,65,US,<=50K,0,0
63,Private,13,Married,Professional,Spouse,White,Female,36,US,>50K,7688,1
57,Government,14,Married,Professional,Spouse,Black,Female,40,US,>50K,-1977,1
31,Private,12,Married,Office-Service,Spouse,White,Male,45,US,>50K,4386,1
58,Government,9,Married,Professional,Spouse,White,Male,40,US,>50K,7298,1
25,Private,10,Married,Office-Service,Spouse,White,Male,40,US,<=50K,0,0
40,Private,9,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
18,Private,7,Single,Office-Service,Child,White,Male,20,US,<=50K,1055,1
26,Private,9,Single,Office-Service,Other,White,Male,40,US,<=50K,0,0
29,Private,16,Married,Professional,Spouse,White,Male,50,US,>50K,0,0
45,Government,13,Married,Professional,Spouse,Black,Male,40,US,<=50K,0,0
35,Government,10,Single,Office-Service,Child,White,Female,38,US,<=50K,0,0
32,Private,10,Previously-Married,Skilled-Manual,Other,White,Male,45,US,<=50K,0,0
61,Self-employed,9,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
26,Government,13,Single,Professional,Other,White,Male,15,US,<=50K,0,0
56,Private,9,Married,Skilled-Manual,Spouse,White,Male,40,US,>50K,3103,1
22,Private,10,Married,Office-Service,Child,Asian-Pac-Islander,Female,39,US,<=50K,0,0
49,Private,13,Married,Skilled-Manual,Spouse,Black,Male,48,US,<=50K,0,0
40,Private,9,Married,Office-Service,Spouse,White,Female,12,US,<=50K,0,0
37,Private,9,Previously-Married,Professional,Child,White,Male,40,US,<=50K,0,0
23,,13,Single,,Child,White,Male,50,US,<=50K,0,0
28,Private,13,Married,Office-Service,Spouse,White,Male,60,US,>50K,0,0
34,Self-employed,11,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
49,Private,5,Married,Skilled-Manual,Spouse,White,Male,45,US,<=50K,0,0
41,Private,10,Single,Skilled-Manual,Child,Asian-Pac-Islander,Male,40,US,<=50K,0,0
28,Private,13,Single,Office-Service,Other,White,Male,21,US,<=50K,0,0
47,Government,12,Married,Specialized,Spouse,White,Male,40,US,<=50K,-1740,1
28,Government,9,Married,Specialized,Spouse,White,Male,40,US,<=50K,0,0
44,Government,14,Married,Professional,Spouse,White,Male,50,US,>50K,7688,1
41,Government,13,Previously-Married,Professional,Other,White,Male,40,US,<=50K,0,0
50,Private,15,Married,Professional,Spouse,White,Male,36,US,>50K,0,0
73,Self-employed,9,Previously-Married,Skilled-Manual,Other,White,Male,24,US,<=50K,0,0
21,Private,10,Single,Office-Service,Child,Black,Male,40,Non-US,<=50K,0,0
38,Private,9,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
64,,14,Married,,Spouse,White,Male,2,US,<=50K,0,0
47,Private,10,Previously-Married,Professional,Other,White,Female,40,US,<=50K,0,0
52,Private,10,Married,Skilled-Manual,Spouse,White,Male,60,Non-US,>50K,15024,1
27,Private,4,Previously-Married,Skilled-Manual,Other,White,Male,40,US,<=50K,-974,1
61,Self-employed,10,Married,Office-Service,Spouse,Black,Male,60,US,>50K,0,0
58,Private,13,Married,Office-Service,Spouse,White,Male,40,US,>50K,15024,1
51,Private,13,Single,Office-Service,Other,White,Female,43,US,>50K,-1564,1
49,Private,10,Previously-Married,Office-Service,Other,White,Female,55,Non-US,<=50K,0,0
23,Private,10,Single,Office-Service,Child,Black,Male,20,US,<=50K,0,0
19,Private,11,Single,Office-Service,Child,Black,Female,40,US,<=50K,0,0
21,Private,9,Single,Skilled-Manual,Other,White,Male,53,US,<=50K,0,0
56,Private,7,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
35,Private,8,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
37,Government,10,Previously-Married,Professional,Other,Amer-Indian-Eskimo,Female,20,US,<=50K,0,0
41,Private,16,Previously-Married,Office-Service,Other,White,Female,50,US,>50K,0,0
30,Private,7,Married,Office-Service,Spouse,White,Male,40,US,<=50K,0,0
35,Private,16,Married,Professional,Spouse,White,Female,20,Non-US,<=50K,0,0
59,Self-employed,6,Previously-Married,Professional,Other,White,Female,50,US,>50K,-2559,1
55,Private,7,Married,Skilled-Manual,Spouse,White,Male,32,US,<=50K,0,0
22,,11,Single,,Child,Asian-Pac-Islander,Male,20,US,<=50K,0,0
31,Private,6,Single,Office-Service,Other,Black,Female,40,US,<=50K,0,0
30,Private,14,Married,Office-Service,Spouse,White,Male,40,US,>50K,4386,1
24,Private,13,Single,Professional,Child,White,Male,48,US,<=50K,0,0
49,Self-employed,10,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
23,Private,4,Single,Skilled-Manual,Other,White,Male,25,Non-US,<=50K,0,0
50,Private,9,Previously-Married,Office-Service,Other,White,Female,35,US,<=50K,0,0
38,Private,13,Single,Office-Service,Other,Black,Male,40,US,<=50K,0,0
20,Self-employed,10,Single,Professional,Other,Asian-Pac-Islander,Female,20,Non-US,<=50K,0,0
49,Self-employed,10,Married,Skilled-Manual,Spouse,White,Male,50,US,>50K,0,0
45,Private,9,Previously-Married,Office-Service,Other,Asian-Pac-Islander,Female,50,Non-US,<=50K,0,0
46,Government,13,Married,Professional,Spouse,Asian-Pac-Islander,Male,50,US,>50K,0,0
19,Private,9,Single,Office-Service,Child,White,Female,30,US,<=50K,0,0
31,Government,13,Single,Professional,Child,White,Female,40,Non-US,<=50K,0,0
38,Private,9,Previously-Married,Office-Service,Other,White,Female,40,US,<=50K,0,0
56,Self-employed,14,Married,Skilled-Manual,Spouse,White,Male,50,US,>50K,0,0
24,Private,13,Single,Professional,Child,White,Male,40,US,<=50K,0,0
58,Government,9,Married,Professional,Spouse,White,Male,50,US,<=50K,0,0
28,Private,9,Married,Office-Service,Spouse,White,Male,40,US,<=50K,0,0
22,Private,9,Married,Office-Service,Spouse,White,Male,40,US,<=50K,0,0
46,Private,9,Previously-Married,Skilled-Manual,Other,White,Male,40,US,<=50K,0,0
30,Private,1,Single,Skilled-Manual,Other,White,Male,40,Non-US,<=50K,0,0
56,Private,13,Married,Office-Service,Spouse,White,Male,45,US,>50K,0,0
32,Private,9,Married,Skilled-Manual,Spouse,Asian-Pac-Islander,Male,40,Non-US,<=50K,0,0
56,Private,9,Married,Skilled-Manual,Spouse,White,Male,44,US,>50K,0,0
50,Private,10,Married,Professional,Spouse,White,Male,40,US,<=50K,0,0
28,,9,Previously-Married,,Other,Black,Female,30,US,<=50K,0,0
42,Government,11,Previously-Married,Professional,Other,Amer-Indian-Eskimo,Female,40,US,<=50K,0,0
31,Self-employed,9,Married,Skilled-Manual,Spouse,White,Male,40,US,>50K,0,0
18,Private,7,Single,Office-Service,Child,Other,Female,20,Non-US,<=50K,0,0
46,Private,6,Single,Office-Service,Other,White,Female,25,Non-US,<=50K,0,0
31,Private,13,Single,Office-Service,Other,White,Female,65,US,>50K,0,0
38,Government,13,Married,Professional,Spouse,White,Female,40,US,>50K,7688,1
45,Private,14,Previously-Married,Professional,Other,White,Female,40,US,>50K,0,0
50,Self-employed,10,Married,Skilled-Manual,Spouse,White,Male,70,US,<=50K,0,0
53,Private,5,Married,Office-Service,Spouse,White,Male,40,Non-US,<=50K,0,0
41,Self-employed,13,Married,Office-Service,Spouse,White,Male,65,US,>50K,99999,1
45,Private,10,Previously-Married,Office-Service,Other,Black,Female,40,US,<=50K,0,0
21,Private,6,Single,Office-Service,Other,White,Female,39,US,<=50K,0,0
37,Private,13,Married,Professional,Spouse,White,Female,40,US,>50K,0,0
42,Government,9,Previously-Married,Office-Service,Other,Black,Female,40,US,<=50K,0,0
37,Self-employed,9,Married,Professional,Spouse,White,Male,30,US,<=50K,0,0
46,Private,13,Previously-Married,Skilled-Manual,Other,White,Male,40,Non-US,<=50K,-1590,1
45,Self-employed,11,Married,Skilled-Manual,Spouse,White,Male,60,US,<=50K,0,0
32,Private,10,Single,Professional,Other,White,Female,20,US,<=50K,0,0
30,Private,15,Married,Professional,Spouse,White,Male,50,US,<=50K,0,0
57,,13,Married,,Spouse,White,Male,80,US,>50K,0,0
37,Private,9,Previously-Married,Skilled-Manual,Other,White,Female,56,US,<=50K,0,0
32,Private,10,Married,Office-Service,Spouse,White,Male,40,US,>50K,0,0
46,Private,14,Previously-Married,Professional,Other,White,Female,50,US,<=50K,6497,1
36,,9,Previously-Married,,Other,White,Female,28,US,<=50K,0,0
33,Private,14,Single,Professional,Other,White,Female,40,US,<=50K,0,0
48,Private,9,Single,Office-Service,Other,White,Female,40,US,<=50K,0,0
34,Private,9,Married,Office-Service,Spouse,White,Female,40,US,<=50K,0,0
34,Government,10,Single,Specialized,Other,White,Male,50,US,>50K,0,0
33,Private,9,Previously-Married,Skilled-Manual,Other,White,Male,40,US,<=50K,0,0
36,Private,13,Married,Professional,Spouse,White,Female,60,Non-US,<=50K,0,0
23,Private,9,Single,Office-Service,Other,White,Male,55,US,<=50K,-1669,1
22,Private,12,Single,Office-Service,Child,White,Female,25,US,<=50K,0,0
19,Private,9,Single,Skilled-Manual,Child,White,Male,20,US,<=50K,0,0
47,Private,9,Married,Office-Service,Spouse,White,Male,45,US,>50K,7298,1
46,Private,11,Single,Skilled-Manual,Other,White,Male,50,US,<=50K,0,0
47,Private,14,Previously-Married,Office-Service,Other,White,Female,6,US,<=50K,0,0
47,Self-employed,16,Married,Professional,Spouse,White,Male,35,US,>50K,0,0
52,Government,10,Previously-Married,Skilled-Manual,Other,White,Female,40,US,<=50K,0,0
38,Self-employed,5,Married,Skilled-Manual,Spouse,White,Male,40,Non-US,<=50K,0,0
58,Private,9,Married,Office-Service,Spouse,White,Male,40,US,>50K,0,0
32,Private,3,Married,Office-Service,Spouse,White,Male,40,Non-US,<=50K,0,0
54,Self-employed,11,Married,Professional,Other,White,Female,10,US,<=50K,0,0
20,Private,10,Single,Office-Service,Other,White,Male,25,US,<=50K,0,0
25,Private,12,Single,Office-Service,Other,White,Male,48,US,<=50K,0,0
25,Self-employed,5,Single,Skilled-Manual,Other,White,Male,15,US,<=50K,0,0
36,Government,13,Previously-Married,Professional,Other,White,Male,44,US,<=50K,-1876,1
69,Self-employed,9,Married,Professional,Spouse,White,Male,30,US,<=50K,0,0
28,Private,13,Married,Professional,Spouse,White,Female,45,US,>50K,0,0
21,Private,4,Single,Skilled-Manual,Other,White,Male,40,US,<=50K,0,0
37,Private,13,Married,Professional,Spouse,White,Male,40,US,>50K,0,0
21,Private,9,Single,Skilled-Manual,Child,White,Male,32,US,<=50K,0,0
25,,12,Married,,Spouse,White,Male,13,US,<=50K,0,0
39,Private,9,Married,Office-Service,Other,Black,Female,40,US,<=50K,0,0
34,Private,11,Married,Office-Service,Spouse,White,Male,40,US,>50K,0,0
33,Government,9,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,0,0
48,Private,9,Married,Professional,Spouse,White,Male,89,US,<=50K,0,0
42,Self-employed,16,Married,Professional,Spouse,White,Male,60,US,>50K,-1977,1
34,Private,9,Single,Skilled-Manual,Child,White,Male,40,US,<=50K,0,0
20,Private,10,Single,Office-Service,Child,White,Male,25,US,<=50K,0,0
41,Private,14,Married,Professional,Spouse,White,Male,40,US,>50K,0,0
45,Private,10,Previously-Married,Professional,Other,White,Male,50,US,<=50K,-1876,1
22,,11,Single,,Child,White,Male,40,US,<=50K,0,0
23,Private,9,Previously-Married,Skilled-Manual,Child,White,Male,44,US,<=50K,0,0
19,Private,10,Single,Office-Service,Child,White,Female,38,US,<=50K,0,0
24,Private,10,Single,Skilled-Manual,Child,White,Male,40,US,<=50K,0,0
20,Private,10,Single,Office-Service,Child,White,Male,30,Non-US,<=50K,0,0
52,Private,14,Previously-Married,Professional,Other,White,Male,50,US,>50K,15020,1
36,Private,9,Single,Office-Service,Other,White,Male,60,US,>50K,0,0
18,Private,6,Single,Skilled-Manual,Child,White,Male,30,US,<=50K,0,0
27,Private,9,Previously-Married,Office-Service,Child,White,Female,40,US,<=50K,0,0
26,Private,10,Married,Office-Service,Spouse,White,Male,60,US,<=50K,0,0
52,Private,12,Previously-Married,Professional,Other,White,Female,32,US,<=50K,0,0
24,Private,10,Single,Skilled-Manual,Other,Amer-Indian-Eskimo,Male,40,Non-US,<=50K,0,0
42,Government,9,Previously-Married,Office-Service,Other,Black,Male,40,US,<=50K,0,0
39,Private,15,Married,Professional,Spouse,White,Female,60,US,>50K,7688,1
39,Private,9,Previously-Married,Skilled-Manual,Other,White,Male,40,Non-US,<=50K,0,0
68,,7,Married,,Spouse,White,Male,30,US,<=50K,0,0
35,Private,9,Single,Skilled-Manual,Other,Black,Female,48,US,<=50K,0,0
54,Private,13,Married,Office-Service,Spouse,White,Male,40,US,<=50K,0,0
24,Private,13,Single,Professional,Other,White,Female,8,US,<=50K,0,0
20,Private,10,Single,Office-Service,Child,Black,Female,15,US,<=50K,0,0
64,,1,Married,,Spouse,White,Male,40,US,<=50K,0,0
28,Private,13,Single,Professional,Other,White,Female,35,US,<=50K,0,0
36,Self-employed,9,Married,Skilled-Manual,Spouse,White,Male,47,US,<=50K,0,0
44,Self-employed,9,Married,Skilled-Manual,Spouse,White,Male,60,Non-US,<=50K,0,0
38,Private,10,Previously-Married,Skilled-Manual,Other,White,Male,55,US,>50K,-2258,1
22,Private,9,Single,Office-Service,Other,White,Female,60,US,<=50K,0,0
24,Private,13,Married,Professional,Spouse,White,Male,45,US,<=50K,0,0
24,Self-employed,10,Single,Office-Service,Other,White,Female,75,US,<=50K,0,0
21,Private,10,Single,Professional,Child,White,Female,30,US,<=50K,0,0
41,Government,14,Previously-Married,Professional,Other,White,Female,55,US,<=50K,0,0
19,Private,9,Single,Office-Service,Child,White,Female,20,US,<=50K,34095,1
67,Self-employed,10,Married,Skilled-Manual,Spouse,White,Male,44,US,<=50K,0,0
32,Private,9,Married,Skilled-Manual,Spouse,Other,Male,40,US,<=50K,0,0
46,Private,9,Previously-Married,Skilled-Manual,Child,Black,Female,40,US,<=50K,0,0
52,Private,9,Single,Office-Service,Other,White,Female,36,US,<=50K,0,0
44,Private,13,Previously-Married,Professional,Other,Black,Male,40,US,<=50K,0,0
65,,7,Married,,Spouse,White,Male,40,Non-US,<=50K,0,0
37,Government,13,Married,Professional,Spouse,White,Male,40,US,>50K,-1887,1
27,Self-employed,10,Married,Skilled-Manual,Spouse,White,Male,50,US,<=50K,0,0
35,Private,9,Married,Skilled-Manual,Spouse,Black,Female,35,US,<=50K,0,0
30,Private,9,Single,Office-Service,Other,White,Female,45,US,<=50K,0,0
64,Government,9,Married,Skilled-Manual,Spouse,White,Male,40,US,<=50K,3137,1
48,Private,9,Previously-Married,Office-Service,Other,White,Female,37,US,>50K,0,0
35,Private,4,Previously-Married,Professional,Other,White,Female,40,US,<=50K,0,0
28,Self-employed,13,Single,Professional,Other,White,Male,45,US,<=50K,0,0
63,Self-employed,13,Married,Professional,Spouse,Asian-Pac-Islander,Male,32,Non-US,>50K,-1977,1
40,Self-employed,15,Married,Professional,Spouse,White,Male,55,US,>50K,0,0
33,Private,10,Single,Office-Service,Other,White,Male,40,US,<=50K,0,0
40,Private,10,Married,Skilled-Manual,Spouse,White,Male,50,US,>50K,0,0
25,Private,4,Single,Office-Service,Other,White,Male,45,Non-US,<=50K,0,0
45,Self-employed,13,Married,Professional,Spouse,White,Male,38,US,>50K,0,0
